source,target,Fisher_Z
Frontal_Inf_Oper_L,Frontal_Inf_Orb_R,0.3186
Frontal_Inf_Oper_L,Lingual_L,0.3186
Precentral_R,Occipital_Mid_L,0.3184
Cuneus_L,Caudate_R,0.3184
Cingulum_Post_R,Pallidum_R,0.3184
Frontal_Inf_Tri_L,Angular_R,0.3181
Insula_R,Hippocampus_R,0.3181
Supp_Motor_Area_L,Cuneus_R,0.318
Occipital_Sup_L,Putamen_R,0.3179
Frontal_Inf_Oper_R,Temporal_Sup_R,0.3179
Postcentral_L,Vermis_4_5,0.3178
Cingulum_Post_L,Occipital_Sup_R,0.3178
Cuneus_R,Lingual_L,0.3177
Calcarine_L,Parietal_Sup_R,0.3175
Precentral_L,Heschl_L,0.3175
Angular_L,Caudate_L,0.3174
Postcentral_R,Heschl_R,0.3172
Cingulum_Mid_R,Lingual_L,0.3171
Frontal_Inf_Oper_R,Occipital_Sup_L,0.317
Rolandic_Oper_L,Heschl_R,0.3169
Calcarine_R,Angular_R,0.3167
Frontal_Sup_R,Heschl_L,0.3164
Precentral_R,Occipital_Sup_R,0.3164
Fusiform_L,Cerebelum_3_L,0.3162
ParaHippocampal_R,Vermis_4_5,0.3162
Insula_R,Fusiform_L,0.3161
Temporal_Pole_Sup_R,Temporal_Pole_Mid_R,0.3159
Cingulum_Mid_R,Vermis_4_5,0.3159
Insula_R,Vermis_3,0.3156
Fusiform_L,Putamen_R,0.3156
Rolandic_Oper_R,Fusiform_L,0.3153
SupraMarginal_R,Temporal_Mid_R,0.3152
Angular_L,Putamen_R,0.3152
Occipital_Sup_R,SupraMarginal_R,0.3151
Precuneus_R,Cerebelum_4_5_L,0.3151
Occipital_Mid_L,Temporal_Sup_L,0.3151
Frontal_Sup_Medial_R,Temporal_Sup_L,0.3149
Frontal_Inf_Tri_L,Parietal_Sup_R,0.3149
Cingulum_Mid_R,Occipital_Mid_L,0.3149
Thalamus_R,Vermis_3,0.3148
Frontal_Inf_Tri_L,Heschl_L,0.3147
Frontal_Inf_Tri_L,Lingual_L,0.3146
Precuneus_L,Heschl_L,0.3146
Hippocampus_R,Cerebelum_4_5_R,0.3144
Occipital_Mid_L,Thalamus_L,0.3144
Putamen_R,Heschl_R,0.3141
ParaHippocampal_R,Cerebelum_3_R,0.314
Cuneus_R,Paracentral_Lobule_L,0.314
Hippocampus_L,Cuneus_R,0.314
Cuneus_L,Thalamus_R,0.3139
Hippocampus_R,Cuneus_R,0.3138
Frontal_Inf_Oper_L,Parietal_Sup_R,0.3137
Frontal_Sup_Medial_R,Temporal_Sup_R,0.3136
Pallidum_R,Vermis_4_5,0.3136
Cingulum_Mid_L,Vermis_4_5,0.3135
Cingulum_Ant_R,Angular_L,0.3132
Cuneus_L,Temporal_Sup_L,0.313
Rolandic_Oper_L,Occipital_Sup_R,0.313
Occipital_Sup_L,Occipital_Mid_R,0.3129
Lingual_R,Angular_L,0.3127
SupraMarginal_L,Cerebelum_4_5_L,0.3123
Cerebelum_6_L,Cerebelum_6_R,0.3121
Occipital_Mid_L,Vermis_4_5,0.3119
Angular_R,Temporal_Mid_R,0.3118
Frontal_Inf_Orb_R,Lingual_R,0.3118
Hippocampus_R,Caudate_L,0.3118
Lingual_L,Cerebelum_4_5_R,0.3115
Fusiform_L,Pallidum_R,0.3114
Frontal_Sup_Orb_R,Frontal_Inf_Orb_L,0.3112
Cingulum_Mid_L,Lingual_R,0.311
Cingulum_Mid_R,Lingual_R,0.311
Occipital_Mid_L,Postcentral_L,0.3109
Lingual_R,Temporal_Mid_L,0.3109
Frontal_Med_Orb_R,Pallidum_L,0.3107
Frontal_Inf_Tri_L,Occipital_Sup_L,0.3107
Frontal_Sup_Orb_R,Putamen_L,0.3105
Lingual_L,Fusiform_R,0.3104
Lingual_R,Postcentral_R,0.3102
Frontal_Inf_Oper_L,Hippocampus_R,0.3101
Pallidum_L,Heschl_L,0.3096
Cuneus_R,Paracentral_Lobule_R,0.3096
Occipital_Mid_L,Paracentral_Lobule_L,0.3095
Occipital_Mid_L,Postcentral_R,0.3095
Heschl_R,Vermis_4_5,0.3095
Supp_Motor_Area_L,Heschl_L,0.3094
Cingulum_Mid_L,Heschl_R,0.3093
Frontal_Med_Orb_L,Putamen_R,0.309
Cuneus_L,Thalamus_L,0.309
Fusiform_R,Cerebelum_6_R,0.3083
Supp_Motor_Area_L,Vermis_4_5,0.3082
Insula_R,Hippocampus_L,0.308
Frontal_Inf_Orb_L,Temporal_Pole_Sup_R,0.3079
Putamen_R,Temporal_Pole_Sup_R,0.3078
Fusiform_L,Cerebelum_4_5_R,0.3077
Frontal_Mid_L,Cuneus_R,0.3077
Temporal_Sup_L,Temporal_Mid_R,0.3076
Frontal_Sup_Medial_L,Vermis_4_5,0.3075
Precentral_L,Occipital_Sup_L,0.3075
Insula_L,Parietal_Sup_L,0.3071
Insula_R,Temporal_Mid_L,0.3071
Cingulum_Post_R,ParaHippocampal_L,0.3069
Frontal_Sup_Medial_R,Lingual_L,0.3068
Cingulum_Ant_R,Pallidum_R,0.3063
Hippocampus_R,Temporal_Mid_L,0.3062
Occipital_Sup_R,Putamen_R,0.3058
Precentral_R,Heschl_L,0.3057
Lingual_R,Occipital_Sup_L,0.3055
Calcarine_R,Parietal_Inf_R,0.3055
Cingulum_Ant_R,Angular_R,0.3055
Frontal_Sup_Orb_R,Temporal_Pole_Sup_R,0.3054
Occipital_Mid_L,Parietal_Sup_R,0.3053
Paracentral_Lobule_R,Heschl_L,0.3053
Hippocampus_R,Vermis_3,0.3052
Frontal_Inf_Tri_R,Calcarine_L,0.3052
Frontal_Sup_Medial_L,Hippocampus_L,0.305
Lingual_L,Cerebelum_3_L,0.305
Rolandic_Oper_R,Occipital_Mid_L,0.3049
Temporal_Pole_Sup_L,Vermis_4_5,0.3048
Lingual_R,SupraMarginal_R,0.3045
Temporal_Sup_R,Cerebelum_4_5_R,0.3045
Cerebelum_3_L,Vermis_1_2,0.3044
Cingulum_Mid_L,Occipital_Mid_L,0.3043
Frontal_Sup_Orb_R,Temporal_Pole_Sup_L,0.3041
Occipital_Sup_L,Putamen_L,0.3041
Insula_L,Cerebelum_4_5_R,0.3038
Angular_R,Caudate_L,0.3037
Frontal_Mid_Orb_R,Frontal_Inf_Orb_L,0.3036
Parietal_Inf_L,Vermis_4_5,0.3036
Lingual_L,Temporal_Mid_R,0.3036
Lingual_L,Paracentral_Lobule_L,0.3035
Frontal_Med_Orb_L,Putamen_L,0.3032
Frontal_Inf_Orb_L,Lingual_R,0.3029
Pallidum_L,Cerebelum_4_5_L,0.3029
Frontal_Inf_Oper_L,Occipital_Sup_L,0.3025
ParaHippocampal_R,Temporal_Sup_L,0.3024
Hippocampus_L,Heschl_R,0.3023
Lingual_R,Heschl_R,0.3023
Lingual_R,Pallidum_R,0.3022
Fusiform_L,Thalamus_L,0.3021
Pallidum_L,Temporal_Pole_Sup_L,0.3019
Paracentral_Lobule_L,Heschl_L,0.3018
Rolandic_Oper_L,Temporal_Mid_R,0.3016
Frontal_Med_Orb_R,Temporal_Pole_Sup_L,0.3016
Cuneus_L,Cerebelum_4_5_R,0.3016
Frontal_Sup_Medial_R,Occipital_Mid_L,0.3016
Frontal_Sup_Orb_L,Insula_L,0.3012
Lingual_L,Angular_L,0.301
Cingulum_Ant_R,Occipital_Mid_L,0.3009
Cuneus_R,Thalamus_R,0.3008
Calcarine_L,Parietal_Inf_R,0.3007
Occipital_Sup_L,Paracentral_Lobule_R,0.3005
Frontal_Inf_Orb_L,Temporal_Sup_R,0.3005
Cingulum_Post_L,Cerebelum_4_5_L,0.3005
Heschl_L,Temporal_Mid_L,0.3004
Precentral_L,Lingual_L,0.3003
